ID	A-coref	B-coref
2036-control	FALSE	TRUE
2036-swap-1	FALSE	TRUE
2036-swap-2	TRUE	TRUE
2038	FALSE	FALSE
2038-control	FALSE	FALSE
2038-swap-1	FALSE	FALSE
2038-swap-2	FALSE	FALSE
2042	FALSE	FALSE
2042-control	FALSE	TRUE
2042-swap-1	TRUE	FALSE
2042-swap-2	FALSE	TRUE
2045	TRUE	FALSE
2045-control	FALSE	FALSE
2045-swap-1	FALSE	FALSE
2045-swap-2	FALSE	FALSE
2052	TRUE	FALSE
2052-control	TRUE	FALSE
2052-swap-1	TRUE	TRUE
2052-swap-2	TRUE	TRUE
2053	FALSE	TRUE
2053-control	FALSE	TRUE
2053-swap-1	FALSE	TRUE
2053-swap-2	FALSE	TRUE
2059	TRUE	FALSE
2059-control	TRUE	FALSE
2059-swap-1	TRUE	FALSE
2059-swap-2	TRUE	FALSE
2060	TRUE	FALSE
2060-control	TRUE	FALSE
2060-swap-1	TRUE	FALSE
2060-swap-2	TRUE	FALSE
2065	FALSE	TRUE
2065-control	FALSE	TRUE
2065-swap-1	FALSE	TRUE
2065-swap-2	FALSE	TRUE
2069	TRUE	FALSE
2069-control	TRUE	FALSE
2069-swap-1	TRUE	FALSE
2069-swap-2	TRUE	FALSE
2071	TRUE	FALSE
2071-control	TRUE	FALSE
2071-swap-1	TRUE	FALSE
2071-swap-2	TRUE	FALSE
2074	TRUE	FALSE
2074-control	TRUE	FALSE
2074-swap-1	TRUE	FALSE
2074-swap-2	TRUE	FALSE
2079	FALSE	TRUE
2079-control	FALSE	TRUE
2079-swap-1	FALSE	TRUE
2079-swap-2	FALSE	TRUE
2091	FALSE	FALSE
2091-control	FALSE	FALSE
2091-swap-1	FALSE	FALSE
2091-swap-2	FALSE	FALSE
2092	FALSE	TRUE
2092-control	FALSE	TRUE
2092-swap-1	FALSE	TRUE
2092-swap-2	FALSE	TRUE
2093	FALSE	TRUE
2093-control	FALSE	TRUE
2093-swap-1	TRUE	TRUE
2093-swap-2	FALSE	TRUE
2101	FALSE	TRUE
2101-control	FALSE	TRUE
2101-swap-1	FALSE	FALSE
2101-swap-2	FALSE	TRUE
2107	FALSE	FALSE
2107-control	FALSE	FALSE
2107-swap-1	FALSE	FALSE
2107-swap-2	FALSE	FALSE
2113	FALSE	FALSE
2113-control	FALSE	FALSE
2113-swap-1	FALSE	FALSE
2113-swap-2	FALSE	FALSE
2115	FALSE	TRUE
2115-control	FALSE	TRUE
2115-swap-1	FALSE	TRUE
2115-swap-2	FALSE	TRUE
2118	FALSE	TRUE
2118-control	FALSE	TRUE
2118-swap-1	FALSE	TRUE
2118-swap-2	FALSE	TRUE
2119	FALSE	TRUE
2119-control	FALSE	TRUE
2119-swap-1	FALSE	TRUE
2119-swap-2	FALSE	TRUE
2122	FALSE	TRUE
2122-control	FALSE	TRUE
2122-swap-1	TRUE	FALSE
2122-swap-2	FALSE	TRUE
2132	FALSE	TRUE
2132-control	FALSE	TRUE
2132-swap-1	FALSE	TRUE
2132-swap-2	FALSE	TRUE
2136	FALSE	TRUE
2136-control	FALSE	TRUE
2136-swap-1	FALSE	TRUE
2136-swap-2	FALSE	TRUE
2143	FALSE	TRUE
2143-control	FALSE	TRUE
2143-swap-1	FALSE	FALSE
2143-swap-2	FALSE	TRUE
2144	TRUE	FALSE
2144-control	TRUE	FALSE
2144-swap-1	TRUE	FALSE
2144-swap-2	TRUE	FALSE
2145	FALSE	TRUE
2145-control	FALSE	TRUE
2145-swap-1	FALSE	TRUE
2145-swap-2	FALSE	TRUE
2147	TRUE	FALSE
2147-control	TRUE	FALSE
2147-swap-1	TRUE	FALSE
2147-swap-2	TRUE	FALSE
2148	TRUE	FALSE
2148-control	TRUE	FALSE
2148-swap-1	TRUE	FALSE
2148-swap-2	TRUE	FALSE
2149	FALSE	TRUE
2149-control	FALSE	TRUE
2149-swap-1	TRUE	TRUE
2149-swap-2	TRUE	FALSE
2151	TRUE	FALSE
2151-control	TRUE	FALSE
2151-swap-1	TRUE	FALSE
2151-swap-2	TRUE	FALSE
2152	FALSE	TRUE
2152-control	FALSE	TRUE
2152-swap-1	FALSE	TRUE
2152-swap-2	FALSE	TRUE
2153	FALSE	TRUE
2153-control	FALSE	TRUE
2153-swap-1	FALSE	TRUE
2153-swap-2	FALSE	TRUE
2156	FALSE	TRUE
2156-control	FALSE	TRUE
2156-swap-1	FALSE	TRUE
2156-swap-2	FALSE	TRUE
2158	FALSE	FALSE
2158-control	FALSE	FALSE
2158-swap-1	FALSE	FALSE
2158-swap-2	FALSE	FALSE
2159	FALSE	TRUE
2159-control	FALSE	TRUE
2159-swap-1	FALSE	TRUE
2159-swap-2	FALSE	TRUE
2162	FALSE	TRUE
2162-control	FALSE	TRUE
2162-swap-1	FALSE	TRUE
2162-swap-2	FALSE	TRUE
2163	FALSE	TRUE
2163-control	FALSE	TRUE
2163-swap-1	FALSE	TRUE
2163-swap-2	FALSE	TRUE
2164	FALSE	TRUE
2164-control	FALSE	TRUE
2164-swap-1	FALSE	TRUE
2164-swap-2	FALSE	TRUE
2165	TRUE	FALSE
2165-control	TRUE	FALSE
2165-swap-1	TRUE	FALSE
2165-swap-2	TRUE	FALSE
2166	TRUE	FALSE
2166-control	TRUE	FALSE
2166-swap-1	TRUE	FALSE
2166-swap-2	TRUE	FALSE
2169	FALSE	TRUE
2169-control	FALSE	TRUE
2169-swap-1	FALSE	TRUE
2169-swap-2	FALSE	TRUE
2171	FALSE	TRUE
2171-control	FALSE	TRUE
2171-swap-1	FALSE	TRUE
2171-swap-2	FALSE	TRUE
2173	FALSE	TRUE
2173-control	FALSE	TRUE
2173-swap-1	FALSE	TRUE
2173-swap-2	FALSE	TRUE
2175	FALSE	FALSE
2175-control	FALSE	FALSE
2175-swap-1	FALSE	FALSE
2175-swap-2	FALSE	FALSE
2176	FALSE	FALSE
2176-control	FALSE	TRUE
2176-swap-1	FALSE	TRUE
2176-swap-2	FALSE	TRUE
2180	FALSE	TRUE
2180-control	FALSE	TRUE
2180-swap-1	FALSE	TRUE
2180-swap-2	FALSE	TRUE
2181	FALSE	TRUE
2181-control	FALSE	TRUE
2181-swap-1	FALSE	TRUE
2181-swap-2	FALSE	TRUE
2182	FALSE	TRUE
2182-control	FALSE	TRUE
2182-swap-1	FALSE	TRUE
2182-swap-2	FALSE	TRUE
2183	FALSE	TRUE
2183-control	FALSE	TRUE
2183-swap-1	FALSE	TRUE
2183-swap-2	FALSE	TRUE
2184	FALSE	TRUE
2184-control	FALSE	TRUE
2184-swap-1	FALSE	TRUE
2184-swap-2	FALSE	TRUE
2186	FALSE	TRUE
2186-control	FALSE	TRUE
2186-swap-1	FALSE	TRUE
2186-swap-2	FALSE	TRUE
2188	FALSE	TRUE
2188-control	FALSE	TRUE
2188-swap-1	FALSE	TRUE
2188-swap-2	FALSE	TRUE
2193	FALSE	FALSE
2193-control	FALSE	TRUE
2193-swap-1	FALSE	FALSE
2193-swap-2	FALSE	TRUE
2194	FALSE	FALSE
2194-control	FALSE	TRUE
2194-swap-1	FALSE	FALSE
2194-swap-2	FALSE	TRUE
2199	FALSE	TRUE
2199-control	FALSE	TRUE
2199-swap-1	FALSE	TRUE
2199-swap-2	FALSE	TRUE
2202	FALSE	TRUE
2202-control	FALSE	TRUE
2202-swap-1	FALSE	TRUE
2202-swap-2	FALSE	TRUE
2207	FALSE	TRUE
2207-control	FALSE	TRUE
2207-swap-1	FALSE	TRUE
2207-swap-2	FALSE	TRUE
2208	FALSE	FALSE
2208-control	FALSE	FALSE
2208-swap-1	FALSE	FALSE
2208-swap-2	FALSE	FALSE
2209	FALSE	TRUE
2209-control	FALSE	TRUE
2209-swap-1	FALSE	TRUE
2209-swap-2	FALSE	TRUE
2210	FALSE	TRUE
2210-control	FALSE	TRUE
2210-swap-1	FALSE	TRUE
2210-swap-2	FALSE	TRUE
2211	FALSE	TRUE
2211-control	FALSE	TRUE
2211-swap-1	FALSE	TRUE
2211-swap-2	FALSE	TRUE
2212	FALSE	TRUE
2212-control	FALSE	TRUE
2212-swap-1	FALSE	TRUE
2212-swap-2	FALSE	TRUE
2213	FALSE	FALSE
2213-control	FALSE	FALSE
2213-swap-1	FALSE	FALSE
2213-swap-2	FALSE	FALSE
2218	FALSE	FALSE
2218-control	FALSE	FALSE
2218-swap-1	FALSE	FALSE
2218-swap-2	FALSE	FALSE
2220	TRUE	TRUE
2220-control	FALSE	TRUE
2220-swap-1	FALSE	TRUE
2220-swap-2	FALSE	TRUE
2224	FALSE	TRUE
2224-control	FALSE	TRUE
2224-swap-1	FALSE	TRUE
2224-swap-2	FALSE	TRUE
2230	FALSE	FALSE
2230-control	FALSE	FALSE
2230-swap-1	FALSE	FALSE
2230-swap-2	FALSE	FALSE
2233	FALSE	TRUE
2233-control	FALSE	TRUE
2233-swap-1	TRUE	FALSE
2233-swap-2	TRUE	FALSE
2234	FALSE	TRUE
2234-control	FALSE	TRUE
2234-swap-1	TRUE	FALSE
2234-swap-2	TRUE	FALSE
2237	FALSE	TRUE
2237-control	FALSE	TRUE
2237-swap-1	FALSE	TRUE
2237-swap-2	FALSE	TRUE
2238	FALSE	TRUE
2238-control	FALSE	TRUE
2238-swap-1	FALSE	TRUE
2238-swap-2	FALSE	TRUE
2240	TRUE	FALSE
2240-control	FALSE	TRUE
2240-swap-1	FALSE	TRUE
2240-swap-2	TRUE	FALSE
2246	FALSE	TRUE
2246-control	FALSE	TRUE
2246-swap-1	FALSE	TRUE
2246-swap-2	FALSE	TRUE
2250	FALSE	TRUE
2250-control	FALSE	TRUE
2250-swap-1	FALSE	TRUE
2250-swap-2	FALSE	TRUE
2252	FALSE	TRUE
2252-control	FALSE	TRUE
2252-swap-1	FALSE	TRUE
2252-swap-2	FALSE	TRUE
2253	FALSE	FALSE
2253-control	FALSE	FALSE
2253-swap-1	FALSE	FALSE
2253-swap-2	FALSE	FALSE
2254	FALSE	TRUE
2254-control	FALSE	TRUE
2254-swap-1	FALSE	TRUE
2254-swap-2	FALSE	TRUE
2255	FALSE	TRUE
2255-control	FALSE	TRUE
2255-swap-1	FALSE	TRUE
2255-swap-2	FALSE	TRUE
2256	FALSE	TRUE
2256-control	FALSE	TRUE
2256-swap-1	FALSE	TRUE
2256-swap-2	FALSE	TRUE
2257	FALSE	TRUE
2257-control	FALSE	TRUE
2257-swap-1	FALSE	TRUE
2257-swap-2	FALSE	TRUE
2258	FALSE	FALSE
2258-control	FALSE	FALSE
2258-swap-1	FALSE	FALSE
2258-swap-2	FALSE	FALSE
2259	FALSE	FALSE
2259-control	FALSE	FALSE
2259-swap-1	FALSE	FALSE
2259-swap-2	FALSE	FALSE
2260	FALSE	FALSE
2260-control	FALSE	FALSE
2260-swap-1	FALSE	FALSE
2260-swap-2	FALSE	FALSE
2261	TRUE	FALSE
2261-control	TRUE	FALSE
2261-swap-1	TRUE	FALSE
2261-swap-2	TRUE	FALSE
2264	FALSE	TRUE
2264-control	FALSE	TRUE
2264-swap-1	FALSE	TRUE
2264-swap-2	FALSE	TRUE
2265	FALSE	TRUE
2265-control	FALSE	TRUE
2265-swap-1	FALSE	TRUE
2265-swap-2	FALSE	TRUE
2266	FALSE	TRUE
2266-control	FALSE	TRUE
2266-swap-1	FALSE	TRUE
2266-swap-2	FALSE	TRUE
2267	FALSE	TRUE
2267-control	FALSE	TRUE
2267-swap-1	FALSE	TRUE
2267-swap-2	FALSE	TRUE
2268	FALSE	TRUE
2268-control	FALSE	TRUE
2268-swap-1	FALSE	TRUE
2268-swap-2	FALSE	TRUE
2269	FALSE	TRUE
2269-control	FALSE	TRUE
2269-swap-1	FALSE	TRUE
2269-swap-2	FALSE	TRUE
2271	TRUE	FALSE
2271-control	TRUE	FALSE
2271-swap-1	TRUE	FALSE
2271-swap-2	TRUE	FALSE
2276	FALSE	TRUE
2276-control	FALSE	TRUE
2276-swap-1	FALSE	TRUE
2276-swap-2	FALSE	TRUE
2277	FALSE	TRUE
2277-control	FALSE	TRUE
2277-swap-1	FALSE	TRUE
2277-swap-2	FALSE	TRUE
2280	FALSE	FALSE
2280-control	FALSE	FALSE
2280-swap-1	FALSE	FALSE
2280-swap-2	FALSE	FALSE
2281	FALSE	TRUE
2281-control	FALSE	TRUE
2281-swap-1	FALSE	TRUE
2281-swap-2	FALSE	TRUE
2285	FALSE	TRUE
2285-control	FALSE	TRUE
2285-swap-1	FALSE	TRUE
2285-swap-2	FALSE	TRUE
2290	FALSE	TRUE
2290-control	FALSE	TRUE
2290-swap-1	FALSE	TRUE
2290-swap-2	FALSE	TRUE
2291	FALSE	TRUE
2291-control	FALSE	TRUE
2291-swap-1	FALSE	TRUE
2291-swap-2	FALSE	TRUE
2293	FALSE	TRUE
2293-control	FALSE	TRUE
2293-swap-1	FALSE	TRUE
2293-swap-2	FALSE	TRUE
2294	FALSE	TRUE
2294-control	FALSE	TRUE
2294-swap-1	FALSE	TRUE
2294-swap-2	FALSE	TRUE
2299	FALSE	TRUE
2299-control	FALSE	TRUE
2299-swap-1	FALSE	TRUE
2299-swap-2	FALSE	TRUE
2304	FALSE	FALSE
2304-control	FALSE	FALSE
2304-swap-1	FALSE	FALSE
2304-swap-2	FALSE	FALSE
2305	FALSE	TRUE
2305-control	FALSE	TRUE
2305-swap-1	FALSE	TRUE
2305-swap-2	FALSE	TRUE
2306	TRUE	FALSE
2306-control	TRUE	FALSE
2306-swap-1	TRUE	FALSE
2306-swap-2	TRUE	FALSE
2307	TRUE	FALSE
2307-control	TRUE	FALSE
2307-swap-1	TRUE	FALSE
2307-swap-2	TRUE	FALSE
2308	FALSE	TRUE
2308-control	FALSE	TRUE
2308-swap-1	FALSE	TRUE
2308-swap-2	FALSE	TRUE
2311	FALSE	TRUE
2311-control	FALSE	TRUE
2311-swap-1	FALSE	TRUE
2311-swap-2	FALSE	TRUE
2315	FALSE	TRUE
2315-control	FALSE	TRUE
2315-swap-1	FALSE	TRUE
2315-swap-2	FALSE	TRUE
2316	FALSE	TRUE
2316-control	FALSE	TRUE
2316-swap-1	FALSE	TRUE
2316-swap-2	FALSE	TRUE
2319	FALSE	TRUE
2319-control	FALSE	TRUE
2319-swap-1	FALSE	TRUE
2319-swap-2	FALSE	TRUE
2320	FALSE	TRUE
2320-control	FALSE	TRUE
2320-swap-1	FALSE	TRUE
2320-swap-2	FALSE	TRUE
2327	FALSE	TRUE
2327-control	FALSE	TRUE
2327-swap-1	FALSE	TRUE
2327-swap-2	FALSE	TRUE
2331	TRUE	FALSE
2331-control	TRUE	FALSE
2331-swap-1	TRUE	FALSE
2331-swap-2	TRUE	FALSE
2334	TRUE	FALSE
2334-control	TRUE	FALSE
2334-swap-1	TRUE	FALSE
2334-swap-2	TRUE	FALSE
2337	FALSE	TRUE
2337-control	FALSE	TRUE
2337-swap-1	FALSE	TRUE
2337-swap-2	FALSE	TRUE
2340	TRUE	FALSE
2340-control	TRUE	FALSE
2340-swap-1	TRUE	FALSE
2340-swap-2	TRUE	FALSE
2343	FALSE	TRUE
2343-control	FALSE	TRUE
2343-swap-1	FALSE	TRUE
2343-swap-2	FALSE	TRUE
2349	FALSE	FALSE
2349-control	FALSE	FALSE
2349-swap-1	FALSE	FALSE
2349-swap-2	FALSE	FALSE
2353	FALSE	FALSE
2353-control	FALSE	FALSE
2353-swap-1	FALSE	FALSE
2353-swap-2	FALSE	FALSE
2354	TRUE	FALSE
2354-control	TRUE	FALSE
2354-swap-1	TRUE	FALSE
2354-swap-2	TRUE	FALSE
2358	FALSE	FALSE
2358-control	FALSE	FALSE
2358-swap-1	FALSE	FALSE
2358-swap-2	FALSE	FALSE
2360	TRUE	FALSE
2360-control	TRUE	FALSE
2360-swap-1	TRUE	FALSE
2360-swap-2	TRUE	FALSE
2362	TRUE	FALSE
2362-control	TRUE	FALSE
2362-swap-1	TRUE	FALSE
2362-swap-2	TRUE	FALSE
2368	TRUE	FALSE
2368-control	TRUE	FALSE
2368-swap-1	TRUE	FALSE
2368-swap-2	TRUE	FALSE
2369	TRUE	FALSE
2369-control	TRUE	FALSE
2369-swap-1	TRUE	FALSE
2369-swap-2	TRUE	FALSE
2372	FALSE	FALSE
2372-control	FALSE	FALSE
2372-swap-1	FALSE	FALSE
2372-swap-2	FALSE	FALSE
2374	TRUE	FALSE
2374-control	TRUE	FALSE
2374-swap-1	TRUE	FALSE
2374-swap-2	TRUE	FALSE
2375	FALSE	TRUE
2375-control	FALSE	TRUE
2375-swap-1	FALSE	TRUE
2375-swap-2	FALSE	TRUE
2378	FALSE	TRUE
2378-control	FALSE	TRUE
2378-swap-1	FALSE	FALSE
2378-swap-2	FALSE	TRUE
2379	FALSE	TRUE
2379-control	FALSE	TRUE
2379-swap-1	FALSE	FALSE
2379-swap-2	FALSE	TRUE
2380	FALSE	TRUE
2380-control	FALSE	TRUE
2380-swap-1	FALSE	TRUE
2380-swap-2	FALSE	TRUE
2382	TRUE	FALSE
2382-control	FALSE	FALSE
2382-swap-1	TRUE	FALSE
2382-swap-2	TRUE	FALSE
2383	FALSE	TRUE
2383-control	FALSE	TRUE
2383-swap-1	FALSE	FALSE
2383-swap-2	FALSE	TRUE
2384	TRUE	FALSE
2384-control	TRUE	FALSE
2384-swap-1	TRUE	TRUE
2384-swap-2	TRUE	FALSE
2385	FALSE	TRUE
2385-control	FALSE	TRUE
2385-swap-1	FALSE	TRUE
2385-swap-2	FALSE	TRUE
2389	TRUE	FALSE
2389-control	TRUE	FALSE
2389-swap-1	TRUE	FALSE
2389-swap-2	TRUE	FALSE
2393	FALSE	TRUE
2393-control	FALSE	TRUE
2393-swap-1	FALSE	TRUE
2393-swap-2	FALSE	TRUE
2398	FALSE	TRUE
2398-control	FALSE	TRUE
2398-swap-1	FALSE	TRUE
2398-swap-2	FALSE	TRUE
2403	TRUE	FALSE
2403-control	TRUE	FALSE
2403-swap-1	TRUE	FALSE
2403-swap-2	TRUE	FALSE
2409	FALSE	TRUE
2409-control	FALSE	TRUE
2409-swap-1	FALSE	TRUE
2409-swap-2	FALSE	TRUE
2410	FALSE	TRUE
2410-control	FALSE	TRUE
2410-swap-1	FALSE	TRUE
2410-swap-2	FALSE	TRUE
2417	TRUE	FALSE
2417-control	TRUE	FALSE
2417-swap-1	TRUE	FALSE
2417-swap-2	TRUE	FALSE
2419	FALSE	FALSE
2419-control	FALSE	FALSE
2419-swap-1	FALSE	FALSE
2419-swap-2	FALSE	FALSE
2420	FALSE	TRUE
2420-control	FALSE	TRUE
2420-swap-1	FALSE	TRUE
2420-swap-2	FALSE	TRUE
2421	FALSE	TRUE
2421-control	FALSE	TRUE
2421-swap-1	FALSE	TRUE
2421-swap-2	FALSE	TRUE
2423	TRUE	FALSE
2423-control	TRUE	TRUE
2423-swap-1	TRUE	FALSE
2423-swap-2	TRUE	FALSE
2424	FALSE	TRUE
2424-control	TRUE	TRUE
2424-swap-1	FALSE	TRUE
2424-swap-2	FALSE	TRUE
2425	FALSE	FALSE
2425-control	FALSE	FALSE
2425-swap-1	FALSE	FALSE
2425-swap-2	FALSE	FALSE
2426	TRUE	TRUE
2426-control	FALSE	TRUE
2426-swap-1	FALSE	TRUE
2426-swap-2	FALSE	TRUE
2429	FALSE	FALSE
2429-control	FALSE	FALSE
2429-swap-1	FALSE	TRUE
2429-swap-2	FALSE	TRUE
2430	FALSE	TRUE
2430-control	FALSE	TRUE
2430-swap-1	FALSE	TRUE
2430-swap-2	FALSE	TRUE
2432	FALSE	TRUE
2432-control	FALSE	TRUE
2432-swap-1	FALSE	TRUE
2432-swap-2	FALSE	TRUE
2435	FALSE	TRUE
2435-control	FALSE	TRUE
2435-swap-1	FALSE	TRUE
2435-swap-2	FALSE	TRUE
2436	FALSE	TRUE
2436-control	FALSE	TRUE
2436-swap-1	FALSE	TRUE
2436-swap-2	FALSE	TRUE
2438	FALSE	TRUE
2438-control	FALSE	TRUE
2438-swap-1	FALSE	TRUE
2438-swap-2	FALSE	TRUE
2440	FALSE	FALSE
2440-control	FALSE	FALSE
2440-swap-1	FALSE	FALSE
2440-swap-2	FALSE	FALSE
2444	TRUE	FALSE
2444-control	TRUE	FALSE
2444-swap-1	TRUE	FALSE
2444-swap-2	TRUE	FALSE
2457	FALSE	TRUE
2457-control	FALSE	TRUE
2457-swap-1	FALSE	TRUE
2457-swap-2	FALSE	TRUE
2458	TRUE	FALSE
2458-control	TRUE	FALSE
2458-swap-1	TRUE	FALSE
2458-swap-2	TRUE	FALSE
2460	TRUE	FALSE
2460-control	TRUE	FALSE
2460-swap-1	TRUE	FALSE
2460-swap-2	TRUE	FALSE
2462	TRUE	FALSE
2462-control	TRUE	FALSE
2462-swap-1	TRUE	FALSE
2462-swap-2	TRUE	FALSE
2463	FALSE	TRUE
2463-control	FALSE	TRUE
2463-swap-1	FALSE	TRUE
2463-swap-2	FALSE	TRUE
2464	FALSE	TRUE
2464-control	FALSE	TRUE
2464-swap-1	FALSE	TRUE
2464-swap-2	FALSE	TRUE
2465	FALSE	TRUE
2465-control	FALSE	TRUE
2465-swap-1	FALSE	TRUE
2465-swap-2	FALSE	TRUE
2467	FALSE	TRUE
2467-control	FALSE	TRUE
2467-swap-1	FALSE	TRUE
2467-swap-2	FALSE	TRUE
2468	FALSE	FALSE
2468-control	FALSE	FALSE
2468-swap-1	FALSE	FALSE
2468-swap-2	FALSE	FALSE
2475	FALSE	TRUE
2475-control	FALSE	TRUE
2475-swap-1	FALSE	TRUE
2475-swap-2	FALSE	TRUE
2476	FALSE	TRUE
2476-control	FALSE	TRUE
2476-swap-1	FALSE	TRUE
2476-swap-2	FALSE	TRUE
2477	FALSE	TRUE
2477-control	FALSE	TRUE
2477-swap-1	FALSE	TRUE
2477-swap-2	FALSE	TRUE
2479	FALSE	TRUE
2479-control	FALSE	TRUE
2479-swap-1	FALSE	TRUE
2479-swap-2	FALSE	TRUE
2480	FALSE	TRUE
2480-control	FALSE	TRUE
2480-swap-1	FALSE	TRUE
2480-swap-2	FALSE	TRUE
2481	FALSE	TRUE
2481-control	FALSE	TRUE
2481-swap-1	FALSE	TRUE
2481-swap-2	FALSE	TRUE
2482	FALSE	TRUE
2482-control	FALSE	TRUE
2482-swap-1	FALSE	TRUE
2482-swap-2	FALSE	FALSE
2484	FALSE	TRUE
2484-control	FALSE	TRUE
2484-swap-1	FALSE	TRUE
2484-swap-2	FALSE	FALSE
2485	TRUE	FALSE
2485-control	TRUE	FALSE
2485-swap-1	FALSE	TRUE
2485-swap-2	TRUE	FALSE
2487	FALSE	TRUE
2487-control	FALSE	TRUE
2487-swap-1	FALSE	TRUE
2487-swap-2	FALSE	TRUE
2488	FALSE	TRUE
2488-control	FALSE	TRUE
2488-swap-1	FALSE	TRUE
2488-swap-2	FALSE	TRUE
2489	FALSE	TRUE
2489-control	FALSE	TRUE
2489-swap-1	FALSE	TRUE
2489-swap-2	FALSE	TRUE
2492	FALSE	TRUE
2492-control	FALSE	TRUE
2492-swap-1	FALSE	TRUE
2492-swap-2	FALSE	TRUE
2493	FALSE	TRUE
2493-control	FALSE	TRUE
2493-swap-1	FALSE	TRUE
2493-swap-2	FALSE	TRUE
2494	FALSE	TRUE
2494-control	FALSE	TRUE
2494-swap-1	FALSE	TRUE
2494-swap-2	FALSE	TRUE
2496	FALSE	TRUE
2496-control	FALSE	TRUE
2496-swap-1	FALSE	TRUE
2496-swap-2	FALSE	TRUE
2497	TRUE	FALSE
2497-control	TRUE	FALSE
2497-swap-1	TRUE	FALSE
2497-swap-2	TRUE	FALSE
2502	TRUE	FALSE
2502-control	TRUE	FALSE
2502-swap-1	TRUE	FALSE
2502-swap-2	TRUE	FALSE
2503	TRUE	TRUE
2503-control	TRUE	TRUE
2503-swap-1	TRUE	TRUE
2503-swap-2	TRUE	TRUE
2504	TRUE	TRUE
2504-control	TRUE	TRUE
2504-swap-1	TRUE	TRUE
2504-swap-2	TRUE	TRUE
2505	TRUE	TRUE
2505-control	TRUE	TRUE
2505-swap-1	TRUE	TRUE
2505-swap-2	TRUE	TRUE
2506	TRUE	FALSE
2506-control	TRUE	FALSE
2506-swap-1	TRUE	FALSE
2506-swap-2	TRUE	FALSE
2511	FALSE	FALSE
2511-control	FALSE	FALSE
2511-swap-1	FALSE	FALSE
2511-swap-2	FALSE	FALSE
2516	FALSE	TRUE
2516-control	FALSE	TRUE
2516-swap-1	FALSE	TRUE
2516-swap-2	FALSE	TRUE
2517	FALSE	TRUE
2517-control	FALSE	TRUE
2517-swap-1	FALSE	TRUE
2517-swap-2	FALSE	TRUE
2518	FALSE	TRUE
2518-control	FALSE	TRUE
2518-swap-1	FALSE	TRUE
2518-swap-2	FALSE	TRUE
2521	FALSE	FALSE
2521-control	FALSE	FALSE
2521-swap-1	FALSE	FALSE
2521-swap-2	FALSE	FALSE
2524	TRUE	FALSE
2524-control	TRUE	FALSE
2524-swap-1	TRUE	FALSE
2524-swap-2	TRUE	FALSE
2525	FALSE	TRUE
2525-control	FALSE	TRUE
2525-swap-1	FALSE	TRUE
2525-swap-2	FALSE	TRUE
2526	FALSE	TRUE
2526-control	FALSE	TRUE
2526-swap-1	FALSE	TRUE
2526-swap-2	FALSE	TRUE
2529	FALSE	FALSE
2529-control	FALSE	FALSE
2529-swap-1	FALSE	FALSE
2529-swap-2	FALSE	FALSE
2532	FALSE	TRUE
2532-control	FALSE	TRUE
2532-swap-1	FALSE	TRUE
2532-swap-2	FALSE	TRUE
2533	FALSE	TRUE
2533-control	FALSE	TRUE
2533-swap-1	FALSE	TRUE
2533-swap-2	FALSE	TRUE
2534	FALSE	FALSE
2534-control	FALSE	FALSE
2534-swap-1	FALSE	FALSE
2534-swap-2	FALSE	FALSE
2535	FALSE	FALSE
2535-control	FALSE	FALSE
2535-swap-1	FALSE	FALSE
2535-swap-2	FALSE	FALSE
2537	FALSE	FALSE
2537-control	FALSE	FALSE
2537-swap-1	TRUE	FALSE
2537-swap-2	TRUE	FALSE
2538	TRUE	FALSE
2538-control	TRUE	FALSE
2538-swap-1	TRUE	FALSE
2538-swap-2	TRUE	FALSE
2540	FALSE	FALSE
2540-control	FALSE	FALSE
2540-swap-1	FALSE	FALSE
2540-swap-2	FALSE	FALSE
2542	FALSE	TRUE
2542-control	FALSE	TRUE
2542-swap-1	FALSE	TRUE
2542-swap-2	FALSE	TRUE
2543	TRUE	FALSE
2543-control	TRUE	FALSE
2543-swap-1	TRUE	FALSE
2543-swap-2	TRUE	FALSE
2545	FALSE	TRUE
2545-control	TRUE	TRUE
2545-swap-1	TRUE	TRUE
2545-swap-2	TRUE	FALSE
2547	FALSE	TRUE
2547-control	FALSE	TRUE
2547-swap-1	FALSE	TRUE
2547-swap-2	FALSE	TRUE
2548	FALSE	FALSE
2548-control	FALSE	FALSE
2548-swap-1	FALSE	FALSE
2548-swap-2	FALSE	FALSE
2549	FALSE	TRUE
2549-control	FALSE	TRUE
2549-swap-1	FALSE	TRUE
2549-swap-2	FALSE	TRUE
2551	TRUE	FALSE
2551-control	TRUE	FALSE
2551-swap-1	TRUE	FALSE
2551-swap-2	TRUE	FALSE
2564	TRUE	FALSE
2564-control	TRUE	FALSE
2564-swap-1	TRUE	FALSE
2564-swap-2	TRUE	FALSE
2565	TRUE	FALSE
2565-control	TRUE	FALSE
2565-swap-1	TRUE	FALSE
2565-swap-2	TRUE	FALSE
2572	TRUE	FALSE
2572-control	TRUE	FALSE
2572-swap-1	TRUE	FALSE
2572-swap-2	TRUE	FALSE
2574	FALSE	TRUE
2574-control	FALSE	TRUE
2574-swap-1	FALSE	TRUE
2574-swap-2	FALSE	TRUE
2575	TRUE	FALSE
2575-control	TRUE	FALSE
2575-swap-1	TRUE	FALSE
2575-swap-2	TRUE	FALSE
2577	FALSE	TRUE
2577-control	FALSE	TRUE
2577-swap-1	FALSE	TRUE
